등록번호,상호,소재지,대표자,사무소전화번호,상태,데이터기준일자
9253-6022,다인공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1067호(가락동, 헬리오시티)",임성숙,02-423-4700,영업중,2024-08-12
9253-6029,중앙플러스공인중개사사무소,서울특별시 송파구 오금로36길 34 (가락동),김영애,02-3401-8008,영업중,2024-08-12
9253-6056,청기와공인중개사사무소,서울특별시 송파구 백제고분로 75 지층107-2호(잠실동),안성국,02-423-5700,영업중,2024-08-12
9253-6059,한울공인중개사사무소,서울특별시 송파구 오금로 534 1층(거여동),김병문,02-407-0804,영업중,2024-08-12
9253-6088,대성공인중개사사무소,서울특별시 송파구 백제고분로33길 14 (석촌동),최원희,02-420-5454,영업중,2024-08-12
9253-6094,한국공인중개사사무소,서울특별시 송파구 백제고분로39길 26 (석촌동),최익근,02-419-9001,영업중,2024-08-12
9253-6102,신성공인중개사사무소,서울특별시 송파구 바람드리길 15 1층(풍납동),이순이,02-482-3838,영업중,2024-08-12
9253-6122,대우공인중개사사무소,서울특별시 송파구 문정로5길 3-16 (문정동),양기철,02-403-4500,영업중,2024-08-12
9253-6132,조은부동산공인중개사사무소,"서울특별시 송파구 백제고분로 188 105호 (잠실동, 잠실포스코더샵)",강민저,02-421-3700,영업중,2024-08-12
9253-6143,명소공인중개사사무소,서울특별시 송파구 석촌호수로 134 111호(삼전동),지기옥,02-413-0990,영업중,2024-08-12
9253-6146,부동산114하나공인중개사사무소,서울특별시 송파구 토성로 37-1 (풍납동),양정임,02-484-4040,영업중,2024-08-12
9253-6153,잠실닥터공인중개사사무소,서울특별시 송파구 석촌호수로 134 111호 (삼전동),송충승,02-424-5300,영업중,2024-08-12
9253-6156,금강공인중개사사무소,"서울특별시 송파구 올림픽로 203 112호 (잠실동, 중앙상가)",이승애,02-423-6665,영업중,2024-08-12
9253-6201,우리신광공인중개사사무소,"서울특별시 송파구 백제고분로7길 3-10 301호(잠실동, 잠실동렉스빌2차)",송은미,02-423-8244,영업중,2024-08-12
9253-6237,신성부동산공인중개사사무소,서울특별시 송파구 송파대로32길 15 (가락동),임철수,02-406-8500,영업중,2024-08-12
9253-6260,한백부동산중개,서울특별시 송파구 동남로6길 41 1층 (문정동),최삼인,02-431-7780,영업중,2024-08-12
9253-6262,소양공인중개사사무소,서울특별시 송파구 마천로61다길 14 1층(마천동),이명자,02-406-4848,영업중,2024-08-12
9253-6296,부자공인중개사사무소,"서울특별시 송파구 올림픽로51길 9 ,1층 (풍납동)",유은선,02-474-6686,영업중,2024-08-12
9253-6306,도유공인중개사사무소,"서울특별시 송파구 석촌호수로 135 상가A동 507호 (잠실동, 레이크팰리스)",김석기,02-425-3577,영업중,2024-08-12
9253-6354,이재공인중개사사무소,서울특별시 송파구 오금로36길 21 101호(가락동),김옥순,02-400-1008,영업중,2024-08-12
9253-6366,화랑공인중개사사무소,서울특별시 송파구 가락로 183 한양아파트상가 1층12호(송파동),정윤용,02-414-8884,영업중,2024-08-12
9253-6411,월드(02-483-9400)공인중개사사무소,서울특별시 송파구 올림픽로45길 19 111호 (풍납동),이정희,02-483-9400,영업중,2024-08-12
9253-6412,천운공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1060호(가락동, 헬리오시티)",박창곤,02-400-0022,영업중,2024-08-12
9253-6429,태인공인중개사사무소,"서울특별시 송파구 송파대로 278 1층 (가락동, 한성빌딩)",최원섭,02-448-1221,영업중,2024-08-12
9253-6445,한길공인중개사사무소,서울특별시 송파구 송파대로32길 15 (가락동),정휘원,02-403-8900,영업중,2024-08-12
9253-6477,국토공인중개사사무소,서울특별시 송파구 송파대로18길 20 101호(문정동),김호원,02-404-4554,영업중,2024-08-12
9253-6536,한솔공인중개사사무소,"서울특별시 송파구 올림픽로 119 1B06, 1B07호 (잠실동, 잠실파인애플상가)",김한식,02-415-7600,영업중,2024-08-12
9253-6544,에덴공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A78호 (잠실동,리센츠)",김치순,02-420-8300,영업중,2024-08-12
9253-6546,한성공인중개사사무소,"서울특별시 송파구 석촌호수로 61 상가동 B113호 (잠실동, 트리지움)",김동황,02-422-1235,영업중,2024-08-12
9253-6552,세종공인중개사사무소,서울특별시 송파구 위례성대로18길 29 (방이동),이익섭,02-417-9300,영업중,2024-08-12
9253-6580,스타리버공인중개사사무소,"서울특별시 송파구 올림픽로35길 93 , 103호 (신천동, 더샵스타리버)",박종대,02-421-1300,영업중,2024-08-12
9253-6602,공원공인중개사사무소,"서울특별시 송파구 성내천로37길 37 상가동 103호(마천동, 송파파크데일1단지)",이승호,02-402-0402,영업중,2024-08-12
9253-6604,우성공인중개사사무소,서울특별시 송파구 양산로4길 8 403동 102호(거여동),김재철,02-406-1133,영업중,2024-08-12
9253-6630,우리공인중개사사무소,서울특별시 송파구 마천로 137 (오금동),김재남,02-403-3400,영업중,2024-08-12
9253-6650,잠실명가공인중개사사무소,"서울특별시 송파구 올림픽로 212 104호 (잠실동, 갤러리아팰리스)",변희택,02-2144-6400,영업중,2024-08-12
9253-6652,국제공인중개사사무소,서울특별시 송파구 백제고분로19길 32 (잠실동),유백연,02-417-4949,영업중,2024-08-12
9253-6685,한아름공인중개사사무소,"서울특별시 송파구 문정로 83 상가125호 (문정동, 문정래미안아파트)",성순영,02-430-9300,영업중,2024-08-12
9253-6690,미래공인중개사사무소,서울특별시 송파구 동남로 167 (가락동),강상열,02-408-4800,영업중,2024-08-12
9253-6697,로얄공인중개사사무소,서울특별시 송파구 송이로 27 1층 (송파동),시성심,02-416-8115,영업중,2024-08-12
9253-6706,황금공인중개사사무소,서울특별시 송파구 백제고분로18길 12 (잠실동),김선미,02-424-2188,영업중,2024-08-12
9253-6709,삼환공인중개사사무소,"서울특별시 송파구 오금로 432 상가동 1층101호 (가락동, 삼환아파트)",김재준,02-406-4545,영업중,2024-08-12
9253-6710,동남공인중개사사무소,"서울특별시 송파구 충민로 66 Y-B1048호 (문정동, 가든파이브라이프)",유승희,02-400-5070,영업중,2024-08-12
9253-6720,대현공인중개사사무소,서울특별시 송파구 토성로 37 상가1동 102호(풍납동),안옥현,02-477-8989,영업중,2024-08-12
9253-6751,서울공인중개사사무소,서울특별시 송파구 백제고분로 262 (삼전동),유병래,02-420-3133,영업중,2024-08-12
9253-6754,좋은사람공인중개사사무소,"서울특별시 송파구 올림픽로 203 104호 (잠실동, 중앙상가)",황선경,02-2202-0080,영업중,2024-08-12
9253-6763,부동산링크공인중개사사무소,서울특별시 송파구 석촌호수로 268 106호(송파동),이상구,02-2042-2700,영업중,2024-08-12
9253-6770,제이앤케이부동산중개,서울특별시 송파구 새말로15길 7 1층 (문정동),장정미,02-430-1232,영업중,2024-08-12
9253-6774,금호공인중개사사무소,서울특별시 송파구 마천로57길 14 103호(마천동),김수영,02-448-4989,영업중,2024-08-12
9253-6775,동아공인중개사사무소,"서울특별시 송파구 동남로 208 상가동 102호 (가락동, 극동아파트)",이현숙,02-401-2020,영업중,2024-08-12
9253-6785,선경공인중개사사무소,서울특별시 송파구 백제고분로27길 12 (삼전동),김관범,02-421-7200,영업중,2024-08-12
9253-6802,부동산친구공인중개사사무소,서울특별시 송파구 마천로 78 (오금동),김일녀,02-430-7949,영업중,2024-08-12
9253-6816,(단지내)나라공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1083호(가락동,헬리오시티)",정미숙,02-418-5400,영업중,2024-08-12
9253-6820,김영미공인중개사사무소,서울특별시 송파구 풍성로25길 36 (풍납동),김영미,02-488-0011,영업중,2024-08-12
9253-6822,세계로공인중개사사무소,서울특별시 송파구 성내천로 208 1층 (마천동),김정현,02-400-4845,영업중,2024-08-12
9253-6839,일진공인중개사사무소,서울특별시 송파구 송파대로 288 (가락동),조미희,02-449-6100,영업중,2024-08-12
9253-6841,청호공인중개사사무소,서울특별시 송파구 백제고분로 501 지1층 12호 (방이동),남명희,02-415-0400,영업중,2024-08-12
9253-6845,로즈힐공인중개사사무소,서울특별시 송파구 토성로15길 6 1층 (풍납동),김정희,02-477-0083,영업중,2024-08-12
9253-6868,삼성공인중개사사무소,서울특별시 송파구 성내천로 261 (마천동),송성범,02-431-8866,영업중,2024-08-12
9253-6870,리센츠아세아공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A14호 (잠실동, 리센츠)",은희락,02-422-5900,영업중,2024-08-12
9253-6905,잠실김세빈공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A45-2 (잠실동, 잠실파인애플상가)",김세빈,02-421-8955,영업중,2024-08-12
9253-6915,이솔공인중개사사무소,서울특별시 송파구 가락로33길 11 1층(방이동),손태순,02-412-5005,영업중,2024-08-12
9253-6961,한빛공인중개사사무소,서울특별시 송파구 백제고분로20길 1 (잠실동),권재홍,02-425-4884,영업중,2024-08-12
9253-6964,우리집공인중개사사무소,서울특별시 송파구 풍성로 27-1 1층 (풍납동),이은구,02-473-2277,영업중,2024-08-12
9253-6985,라인공인중개사사무소,서울특별시 송파구 풍성로 36 1층 (풍납동),김경숙,02-487-8954,영업중,2024-08-12
9253-6994,테라박사공인중개사사무소,"서울특별시 송파구 송파대로 167 A동 102호 (문정동, 문정역테라타워)",박종석,02-2047-3333,영업중,2024-08-12
9253-6996,서울공인중개사사무소,서울특별시 송파구 송파대로40길 6 (송파동),홍천해,02-419-9494,영업중,2024-08-12
9253-7009,제1공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A28호 (잠실동, 잠실파인애플상가)",박정숙,02-417-8700,영업중,2024-08-12
9253-7036,한성공인중개사사무소,서울특별시 송파구 동남로18길 39 1층 (가락동),박효근,02-400-3232,영업중,2024-08-12
9253-7039,태양공인중개사사무소,"서울특별시 송파구 올림픽로 203 135호 (잠실동, 중앙상가)",정경자,02-413-5544,영업중,2024-08-12
9253-7048,가락아이파크공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1061호(가락동, 헬리오시티)",지준복,02-407-4985,영업중,2024-08-12
9253-7060,119공인중개사사무소,서울특별시 송파구 삼학사로6길 18 1층(석촌동),김장용,02-415-1119,영업중,2024-08-12
9253-7069,파크리오뉴랜드(02-4000-894)공인중개사사무소,"서울특별시 송파구 올림픽로35길 10 상가B동 125호(신천동, 파크리오)",지승종,02-400-0894,영업중,2024-08-12
9253-7075,삼성공인중개사사무소,"서울특별시 송파구 올림픽로 435 상가B동 149-1호 (신천동, 파크리오)",김은주,02-413-4125,영업중,2024-08-12
9253-7102,선진공인중개사사무소,"서울특별시 송파구 송이로31길 52 상가동 109호 (문정동, 문정시영아파트)",조동희,02-401-4989,영업중,2024-08-12
9253-7118,엘비부동산중개주식회사,서울특별시 송파구 위례성대로16길 4-15 4층 (방이동),이원영,02-2203-3348,영업중,2024-08-12
9253-7131,래미안공인중개사사무소,"서울특별시 송파구 동남로 227 상가동 106호 (가락동, 래미안파크팰리스)",정승진,02-402-7000,영업중,2024-08-12
9253-7142,천지연공인중개사사무소,"서울특별시 송파구 법원로 128 B118호 (문정동, 문정에스케이브이원지엘메트로시티)",박종남,02-424-4984,영업중,2024-08-12
9253-7146,114태인공인중개사사무소,서울특별시 송파구 오금로31가길 20 106호 (방이동),윤영강,02-412-6200,영업중,2024-08-12
9253-7158,청담공인중개사사무소,"서울특별시 송파구 올림픽로 203 130호 (잠실동, 중앙상가)",구자동,02-413-4488,영업중,2024-08-12
9253-7166,바다공인중개사사무소,서울특별시 송파구 송이로17길 58-26 (가락동),방금옥,02-431-4444,영업중,2024-08-12
9253-7200,등대공인중개사사무소,서울특별시 송파구 새말로17길 10 (문정동),이헌희,02-403-8811,영업중,2024-08-12
9253-7212,파인애플공인중개사사무소,"서울특별시 송파구 올림픽로 119 5B15호 (잠실동, 잠실파인애플상가)",김미화,02-425-1331,영업중,2024-08-12
9253-7220,평화공인중개사사무소,서울특별시 송파구 가락로42길 11 (방이동),최영규,02-412-0072,영업중,2024-08-12
9253-7232,대학사공인중개사사무소,서울특별시 송파구 송파대로37길 4-21 1층 (석촌동),김남조,02-402-2404,영업중,2024-08-12
9253-7239,삼성래미안공인중개사사무소,"서울특별시 송파구 동남로 227 상가동 106호 (가락동, 래미안파크팰리스)",양성정,02-408-2000,영업중,2024-08-12
9253-7272,오륜공인중개사사무소,"서울특별시 송파구 양재대로 1222 중심상가 1층51호(방이동,올림픽선수기자촌아파트)",권미옥,02-449-2727,영업중,2024-08-12
9253-7273,탑공인중개사사무소,서울특별시 송파구 양산로 40-14 (거여동),정미숙,02-402-2555,영업중,2024-08-12
9253-7290,잠실송파공인중개사사무소,서울특별시 송파구 오금로11길 55 214호(방이동),임효묵,02-425-0949,영업중,2024-08-12
9253-7293,강남공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A39호 (잠실동, 잠실파인애플상가)",오상수,02-417-8900,영업중,2024-08-12
9253-7299,칠성공인중개사사무소,서울특별시 송파구 중대로 192 (가락동),정혜선,02-400-3344,영업중,2024-08-12
9253-7307,파크리오공인중개사사무소,"서울특별시 송파구 올림픽로 435 상가A동 155호 (신천동, 파크리오)",장영희,02-421-0200,영업중,2024-08-12
9253-7310,태양파크공인중개사사무소,"서울특별시 송파구 올림픽로37길 130 상가에이동 110호 (신천동, 파크리오)",김회주,02-420-4646,영업중,2024-08-12
9253-7333,롯데공인중개사사무소,서울특별시 송파구 중대로 24 102호(문정동),조준래,02-449-9000,영업중,2024-08-12
9253-7376,미래공인중개사사무소,"서울특별시 송파구 새말로8길 14 상가동 101호 (문정동, 건영아파트)",성숙이,02-407-2888,영업중,2024-08-12
9253-7406,반석공인중개사사무소,"서울특별시 송파구 오금로35길 12 ,1층 (오금동)",최부성,02-408-0011,영업중,2024-08-12
9253-7412,녹지공인중개사사무소,서울특별시 송파구 가락로 264 (방이동),김성권,02-413-6300,영업중,2024-08-12
9253-7418,홈타운공인중개사사무소,"서울특별시 송파구 마천로 1 , 101동 101호 (방이동, 보람파크빌리지)",최상규,02-421-7979,영업중,2024-08-12
9253-7428,행복공인중개사사무소,서울특별시 송파구 송이로33길 7 1층(문정동),변재순,02-430-6660,영업중,2024-08-12
9253-7429,정은공인중개사사무소,서울특별시 송파구 백제고분로46길 10 (송파동),송재원,02-423-0080,영업중,2024-08-12
9253-7433,한솔공인중개사사무소,서울특별시 송파구 동남로 193 상가27동 101호(가락동),박준호,02-400-6364,영업중,2024-08-12
9253-7438,마루공인중개사사무소,서울특별시 송파구 백제고분로21길 24 (삼전동),전승자,02-423-4424,영업중,2024-08-12
9253-7456,부윤공인중개사사무소,서울특별시 송파구 오금로 482 1층(거여동),이상희,02-407-0470,영업중,2024-08-12
9253-7490,알고파공인중개사사무소,"서울특별시 송파구 양재대로 1222 중심상가동 1층119호(방이동, 올림픽선수기자촌아파트)",이다겸,02-407-4455,영업중,2024-08-12
9253-7500,초석공인중개사사무소,서울특별시 송파구 마천로 337 1층(마천동),최정욱,02-443-0057,영업중,2024-08-12
9253-7507,대웅공인중개사사무소,서울특별시 송파구 동남로 189 26동 118호(가락동),이성우,02-403-8585,영업중,2024-08-12
9253-7508,행운공인중개사사무소,"서울특별시 송파구 올림픽로 203 126호 (잠실동, 중앙상가)",홍서연,02-416-6007,영업중,2024-08-12
9253-7518,엘리트공인중개사사무소,서울특별시 송파구 마천로 345 (마천동),홍봉기,02-484-4989,영업중,2024-08-12
9253-7519,성심공인중개사사무소,서울특별시 송파구 가락로 260 (방이동),오건석,02-418-4111,영업중,2024-08-12
9253-7523,한솔공인중개사사무소,서울특별시 송파구 송이로15길 33 상가 101호(가락동),이미경,02-403-5050,영업중,2024-08-12
9253-7531,한성공인중개사사무소,"서울특별시 송파구 토성로 38-6 상가동  1층110호 (풍납동, 한강극동아파트)",박선애,02-477-0048,영업중,2024-08-12
9253-7545,서울공인중개사사무소,"서울특별시 송파구 충민로 152 상가동 101호(장지동,송파파인타운3단지)",정재은,02-443-0047,영업중,2024-08-12
9253-7591,동양공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A21호 (잠실동, 잠실파인애플상가)",조영태,02-422-4660,영업중,2024-08-12
9253-7593,엘지공인중개사사무소,서울특별시 송파구 송이로21길 42 (가락동),정진영,02-401-5670,영업중,2024-08-12
9253-7610,해드림공인중개사사무소,"서울특별시 송파구 동남로 227 상가동 101호 (가락동, 래미안파크팰리스)",박양희,02-409-8855,영업중,2024-08-12
9253-7616,에스지공인중개사사무소,"서울특별시 송파구 법원로 114 B동B-111호(문정동, 엠스테이트)",박희우,02-400-0025,영업중,2024-08-12
9253-7624,중앙공인중개사사무소,"서울특별시 송파구 올림픽로 203 149호 (잠실동, 중앙상가)",유재영,02-422-9900,영업중,2024-08-12
9253-7632,박준공인중개사사무소,"서울특별시 송파구 올림픽로 203 132호 (잠실동, 중앙상가)",김정연,02-419-6300,영업중,2024-08-12
9253-7645,한성공인중개사사무소,서울특별시 송파구 올림픽로32길 36 (방이동),장형철,02-423-5989,영업중,2024-08-12
9253-7660,강남공인중개사사무소,서울특별시 송파구 백제고분로22길 22 (삼전동),송천흠,02-412-3140,영업중,2024-08-12
9253-7678,송파공인중개사사무소,서울특별시 송파구 중대로9길 42-10 (가락동),조미정,02-448-3222,영업중,2024-08-12
9253-7690,롯데공인중개사사무소,"서울특별시 송파구 충민로 66 Y-9038,Y-9039호 (문정동, 가든파이브라이프)",장영신,02-2157-8600,영업중,2024-08-12
9253-7708,유명공인중개사사무소,"서울특별시 송파구 오금로24길 13 11호(송파동,미성상가)",최은영,02-416-3002,영업중,2024-08-12
9253-7723,토마토공인중개사사무소,"서울특별시 송파구 석촌호수로 61 상가동 122호 (잠실동, 트리지움)",김효미,02-413-7007,영업중,2024-08-12
9253-7752,희망공인중개사사무소,"서울특별시 송파구 위례성대로 58 상가동 101호 (방이동,올림픽베어스타운)",이인혁,02-424-8282,영업중,2024-08-12
9253-7757,위례공인중개사사무소,"서울특별시 송파구 충민로 66 Y-9108호(문정동, 가든파이브라이프)",송재팔,02-2157-8889,영업중,2024-08-12
9253-7758,학사공인중개사사무소,서울특별시 송파구 양산로8길 18 상가동 1층 102호(거여동),강진성,02-403-0050,영업중,2024-08-12
9253-7760,정진공인중개사사무소,서울특별시 송파구 송파대로20길 16-11 (문정동),정진숙,02-2043-6844,영업중,2024-08-12
9253-7770,윤성현공인중개사사무소,"서울특별시 송파구 송파대로 345 1B동 1105호(가락동, 헬리오시티)",윤성현,02-2043-5100,영업중,2024-08-12
9253-7771,서울컨설팅공인중개사사무소,"서울특별시 송파구 충민로 66 L-8072호 (문정동, 가든파이브라이프)",김동훈,02-2157-0021,영업중,2024-08-12
9253-7777,삼호공인중개사사무소,서울특별시 송파구 풍성로 50 1층(풍납동),김혜영,02-488-8585,영업중,2024-08-12
9253-7778,한마음공인중개사사무소,서울특별시 송파구 성내천로23길 22 (마천동),김병섭,02-443-4949,영업중,2024-08-12
9253-7780,정철공인중개사사무소,"서울특별시 송파구 올림픽로35가길 9 109호(신천동, 잠실푸르지오월드마크)",권효근,02-415-3040,영업중,2024-08-12
9253-7845,세종공인중개사사무소,서울특별시 송파구 백제고분로 431 1층(송파동),홍영준,02-424-6611,영업중,2024-08-12
9253-7846,은혜공인중개사사무소,서울특별시 송파구 백제고분로41길 12 1층 (송파동),이흥영,02-422-0018,영업중,2024-08-12
9253-7861,삼성공인중개사사무소,서울특별시 송파구 오금로11길 6 (방이동),한갑권,02-415-4949,영업중,2024-08-12
9253-7874,현대공인중개사사무소,서울특별시 송파구 마천로 203-1 (오금동),임기원,02-400-2012,영업중,2024-08-12
9253-7875,마루공인중개사사무소,서울특별시 송파구 가락로 167 (송파동),금용방,02-413-6623,영업중,2024-08-12
9253-7891,한강공인중개사사무소,서울특별시 송파구 백제고분로46길 39 1층 (송파동),최정희,02-419-3939,영업중,2024-08-12
9253-7918,이화공인중개사사무소,서울특별시 송파구 송이로21길 33-27 (가락동),황중기,02-401-4980,영업중,2024-08-12
9253-7919,골드공인중개사사무소,서울특별시 송파구 백제고분로46길 8 (송파동),윤기현,02-424-8979,영업중,2024-08-12
9253-7920,송파효자공인중개사사무소,서울특별시 송파구 백제고분로41길 17 1층(송파동),강주연,02-420-5150,영업중,2024-08-12
9253-7931,한강공인중개사사무소,서울특별시 송파구 거마로22길 5 (마천동),이숙회,02-404-2500,영업중,2024-08-12
9253-7933,중앙공인중개사사무소,서울특별시 송파구 올림픽로32길 14 1층 101호(방이동),황도선,02-419-2800,영업중,2024-08-12
9253-7942,경희공인중개사사무소,"서울특별시 송파구 충민로 66 T-6109호 (문정동, 가든파이브라이프)",김경희,02-2157-1333,영업중,2024-08-12
9253-7959,태산공인중개사사무소,"서울특별시 송파구 동남로24길 5 , 1층 (오금동)",강춘경,02-408-8877,영업중,2024-08-12
9253-7960,건국공인중개사사무소,서울특별시 송파구 마천로 30 A상가 109호(방이동),황용철,02-423-3411,영업중,2024-08-12
9253-7968,롯데월드공인중개사사무소,"서울특별시 송파구 석촌호수로 188 115호 (석촌동, 신동아로쟌뷰)",고연수,02-412-8985,영업중,2024-08-12
9253-7980,대원공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1016호 (가락동, 헬리오시티)",하민심,02-430-4945,영업중,2024-08-12
9253-7989,신한공인중개사사무소,서울특별시 송파구 백제고분로11길 35 1층(잠실동),이동복,02-420-4500,영업중,2024-08-12
9253-7998,한양공인중개사사무소,서울특별시 송파구 송이로19길 5 1층(가락동),최재응,02-404-1144,영업중,2024-08-12
9253-8000,삼성공인중개사사무소,"서울특별시 송파구 올림픽로 203 115호 (잠실동, 중앙상가)",김은옥,02-3431-6600,영업중,2024-08-12
9253-8007,더샵공인중개사사무소,"서울특별시 송파구 올림픽로35길 93 , 102호 (신천동, 더샵스타리버)",송정훈,02-420-0777,영업중,2024-08-12
9253-8014,세림공인중개사사무소,서울특별시 송파구 마천로43길 23-1 (마천동),최재옥,02-3012-4949,영업중,2024-08-12
9253-8019,대한부동산공인중개사사무소,서울특별시 송파구 삼학사로13길 15 1층(삼전동),정성용,02-422-2443,영업중,2024-08-12
9253-8024,신승호공인중개사무소,서울특별시 송파구 삼전로 70 1층(삼전동),신승호,02-422-8912,영업중,2024-08-12
9253-8031,씨티공인중개사사무소,"서울특별시 송파구 송파대로 111 하비오길동 공원로201동105호 (문정동, 파크하비오)",김현주,02-448-4900,영업중,2024-08-12
9253-8035,부동산뉴스공인중개사사무소,"서울특별시 송파구 양산로8길 4 상가동 102호 (거여동, 거여1단지아파트)",신창섭,02-404-6688,영업중,2024-08-12
9253-8040,강일공인중개사사무소,서울특별시 송파구 토성로 39 (풍납동),이덕형,02-486-5100,영업중,2024-08-12
9253-8052,대운공인중개사사무소,서울특별시 송파구 송이로2길 30 103호 (송파동),김화숙,02-416-7745,영업중,2024-08-12
9253-8054,행운공인중개사사무소,"서울특별시 송파구 올림픽로 435 상가A동 111호 (신천동, 파크리오)",김지연,02-413-9600,영업중,2024-08-12
9253-8055,주머니공인중개사사무소,서울특별시 송파구 백제고분로45길 36 1층 (송파동),임희중,02-414-8984,영업중,2024-08-12
9253-8061,황금공인중개사사무소,서울특별시 송파구 백제고분로22길 15 101호 (삼전동),김양실,02-413-0635,영업중,2024-08-12
9253-8063,시대공인중개사사무소,서울특별시 송파구 올림픽로 92 1층 (잠실동),이규섭,02-421-3939,영업중,2024-08-12
9253-8072,삼성공인중개사사무소,"서울특별시 송파구 송파대로14길 7-18 101호(문정동,마이바움문정)",김병구,등록된 사무소 전화번호 없음,영업중,2024-08-12
9253-8073,삼원공인중개사사무소,서울특별시 송파구 오금로13길 7 3층 (방이동),장상연,02-401-2334,영업중,2024-08-12
9253-8074,제일공인중개사사무소,서울특별시 송파구 삼전로 92 1층 (삼전동),김형준,02-422-5454,영업중,2024-08-12
9253-8084,한솔탑공인중개사사무소,"서울특별시 송파구 가락로11길 36 상가동 103호(석촌동, 잠실한솔아파트상가)",이광민,02-412-0022,영업중,2024-08-12
9253-8086,한강공인중개사사무소,서울특별시 송파구 동남로8길 26 (문정동),최재형,02-400-0070,영업중,2024-08-12
9253-8090,서울공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A84,85호 (잠실동, 잠실파인애플상가)",김미숙,02-424-4424,영업중,2024-08-12
9253-8095,삼천리공인중개사사무소,서울특별시 송파구 마천로 307 1층(마천동),정상일,02-400-5842,영업중,2024-08-12
9253-8106,스타공인중개사사무소,서울특별시 송파구 백제고분로39길 18 1층 (석촌동),이한구,02-425-6611,영업중,2024-08-12
9253-8110,동방공인중개사사무소,"서울특별시 송파구 오금로 407 상가동 108호 (오금동, 상아아파트)",이정화,02-408-2522,영업중,2024-08-12
9253-8114,신한공인중개사사무소,서울특별시 송파구 토성로 38 (풍납동),전영희,02-486-2100,영업중,2024-08-12
9253-8131,114부동산공인중개사사무소,서울특별시 송파구 송이로 196 1층 (문정동),전근배,02-449-0333,영업중,2024-08-12
9253-8138,신우성공인중개사사무소,서울특별시 송파구 마천로7길 13 (오금동),민관기,02-408-0101,영업중,2024-08-12
9253-8143,제일공인중개사사무소,"서울특별시 송파구 올림픽로35길 10 상가B동 126호 (신천동, 파크리오)",우은실,02-412-5123,영업중,2024-08-12
9253-8165,우리공인중개사사무소,서울특별시 송파구 송파대로22길 14-1 (문정동),박현규,02-404-7746,영업중,2024-08-12
9253-818,파고다공인중개사사무소,"서울특별시 송파구 동남로18길 29 102호 (가락동, 남정빌딩)",유재만,02-409-2227,영업중,2024-08-12
9253-8189,대운공인중개사사무소,"서울특별시 송파구 거마로 76 ,1층 (마천동)",오귀자,02-448-8955,영업중,2024-08-12
9253-8194,헬리오시티공인중개사사무소,"서울특별시 송파구 가락로12길 4 ,102호 (석촌동, 파크팰리스)",김경환,02-423-5001,영업중,2024-08-12
9253-8203,리센츠중앙공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A9호 (잠실동, 리센츠)",유경숙,02-407-8900,영업중,2024-08-12
9253-8207,베스트공인중개사사무소,"서울특별시 송파구 백제고분로50길 7 지하1층 (방이동, 여산빌딩)",박상천,02-517-7878,영업중,2024-08-12
9253-8209,드림공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A71호 (잠실동, 리센츠)",장은화,02-417-8200,영업중,2024-08-12
9253-8213,명성공인중개사사무소,"서울특별시 송파구 올림픽로 212 114A호 (잠실동, 갤러리아팰리스)",임정옥,02-2144-6000,영업중,2024-08-12
9253-8215,박진공인중개사사무소,"서울특별시 송파구 새말로5길 27 102호(문정동, 주성파크뷰)",박진희,02-407-2333,영업중,2024-08-12
9253-8218,(주)한마루부동산중개법인,서울특별시 송파구 석촌호수로 268 경남레이크파크 107호(송파동),위숙희,02-415-7244,영업중,2024-08-12
9253-8225,신한공인중개사사무소,"서울특별시 송파구 석촌호수로 135 상가A동 108호 (잠실동, 레이크팰리스)",김영학,02-424-8900,영업중,2024-08-12
9253-8230,방이공인중개사사무소,서울특별시 송파구 백제고분로50길 40 1층 (방이동),윤경애,02-3431-2244,영업중,2024-08-12
9253-8240,현대공인중개사사무소,서울특별시 송파구 송파대로18길 9 1층 1호(문정동),정영수,02-403-8940,영업중,2024-08-12
9253-8262,리버빌공인중개사사무소,"서울특별시 송파구 토성로 37 상가1동 101호 (풍납동, 현대리버빌아파트)",박미자,02-479-4004,영업중,2024-08-12
9253-8263,송파웰츠공인중개사사무소,"서울특별시 송파구 송파대로28길 43 104호 (가락동, 송파웰츠타워)",오세림,02-404-2400,영업중,2024-08-12
9253-8264,한화공인중개사사무소,"서울특별시 송파구 중대로 127 108호(가락동, 한화오벨리스크)",홍성경,02-400-4948,영업중,2024-08-12
9253-8266,중앙공인중개사사무소,서울특별시 송파구 백제고분로42길 16 (송파동),김선화,02-415-3131,영업중,2024-08-12
